Var1,Var2
2017-10-16,"16:52:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:22.287,0.17658165,2.0097969,0.24785396,-0.029093565,0.24849413,1.2891608,-0.23579344,0.20568086,1.2201798,0.58138674,-0.11847658,0.7415644,0.26901293,0.750387,-0.29100236,0.19657503,-0.07298464,0.10716278,-0.6233926,0.015633464,772.4176,808.2784,854.61536,646.30035,691.8315,-0.106689453125,0.107177734375,0.97821044921875,0.299072265625,2.34771728515625,2.654266357421875,1,1.0,1.0,1.0,1.0,83.41"
2017-10-16,"16:52:22.795,0.11194024,2.0097969,0.42624936,-0.11134807,0.18050651,1.2891608,-0.16718237,0.111838505,1.1144015,0.58138674,-0.05520218,0.79808676,0.251515,0.750387,-0.24434635,0.2185066,-0.026357638,0.10716278,-0.5900778,0.034198977,894.5055,835.6777,846.1539,916.6667,1028.6813,-0.10577392578125,0.10772705078125,0.9808349609375,0.31402587890625,2.699127197265625,1.861724853515625,1,1.0,1.0,1.0,1.0,83.41"
2017-10-16,"16:52:23.303,0.17514654,2.0097969,0.4664184,-0.037103053,0.16716112,1.2891608,-0.13424444,-0.0767489,1.1152673,0.58138674,0.21658973,0.7958961,0.3577782,0.750387,-0.273412,0.29636407,0.022190848,0.10716278,-0.5976792,0.09083699,960.989,917.47253,842.9304,1071.392,1118.1318,-0.10430908203125,0.109375,0.9832763671875,0.19439697265625,3.42437744140625,2.071075439453125,1,1.0,1.0,1.0,1.0,83.41"
2017-10-16,"16:52:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:23.818,0.23364584,1.5886909,0.31252754,-0.004233777,0.14525354,0.73914355,-0.22767726,-0.28444576,1.0866092,0.7902007,0.23051251,0.8198815,0.40485898,0.5940557,-0.34181887,0.26680782,0.06375701,0.46630073,-0.60424954,0.104090415,876.3736,883.6264,851.79486,863.47986,718.4249,-0.10919189453125,0.10552978515625,0.98004150390625,-0.022430419921875,3.013153076171875,2.250518798828125,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:24.333,0.5224344,1.5320116,0.2809293,0.08331675,0.19350252,0.8357463,-0.07769367,-0.45497906,0.97784126,0.81883043,0.20864914,0.72670776,0.3700006,0.604429,-0.35413915,0.27616715,0.017926257,0.33161497,-0.544117,0.1250255,886.04395,886.04395,855.82416,898.5348,1050.4396,-0.10650634765625,0.10699462890625,0.9810791015625,0.545806884765625,3.0206298828125,2.94586181640625,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:24.837,1.0710573,1.4521079,0.35588726,-0.060699582,0.5753541,0.70423776,0.08452302,-0.39312303,1.0636705,0.88068616,0.08411336,0.72670776,0.35700205,0.6121832,-0.32067356,0.18294372,0.043274418,0.107366405,-0.5369302,0.073560886,842.1245,840.9158,857.8388,762.74725,823.1868,-0.10589599609375,0.11041259765625,0.977783203125,0.34393310546875,2.504730224609375,2.295379638671875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:25.364,1.4426477,1.3124053,0.37966332,-0.13034533,0.6248073,0.65533227,0.099996984,-0.3630078,1.0849161,0.8852898,-0.050038032,0.72670776,0.3499994,0.62882614,-0.24701428,0.18176083,0.07814206,0.00659415,-0.4853843,0.06370443,947.28937,847.76556,847.76556,1012.96704,1123.37,-0.10955810546875,0.1055908203125,0.98065185546875,0.538330078125,2.953338623046875,2.46734619140625,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:25.875,1.5739253,1.2655464,0.42608052,-0.13034533,0.583292,0.5851507,-0.0134365335,-0.3630078,1.0942221,0.8533582,-0.04219601,0.72670776,0.4191585,0.60845745,-0.2124825,0.18176083,0.20827246,0.1053007,-0.35415852,0.06370443,934.7985,899.34064,847.76556,1016.99634,1013.7729,-0.10723876953125,0.1019287109375,0.9803466796875,0.276641845703125,2.340240478515625,2.01873779296875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:26.384,1.4607599,1.2956903,0.38358277,-0.13034533,0.20412466,0.86668414,-0.43146443,-0.3630078,1.0864081,0.7452933,-0.18868667,0.72670776,0.38803467,0.58796275,-0.20458974,0.18176083,0.19422232,0.12602772,-0.37731284,0.06370443,820.7692,848.1685,849.3773,757.9121,604.3956,-0.106201171875,0.1031494140625,0.98016357421875,0.299072265625,2.729034423828125,1.7645263671875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:26.898,1.1394392,1.4247944,0.52010125,0.14079455,-0.0012695256,0.93015915,-0.39572117,0.118525974,1.0547554,0.6016597,0.077759326,0.77221537,0.43720987,0.66677064,-0.22681537,0.23520456,0.14703849,0.17971586,-0.44647592,0.041694816,755.09155,808.2784,852.1978,615.6777,613.663,-0.1103515625,0.097412109375,0.98126220703125,0.0299072265625,2.61688232421875,2.16827392578125,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:27.431,0.7766491,1.4343791,0.7688661,0.14079455,0.2335581,0.92953974,-0.1309263,0.118525974,1.0813988,0.9215988,0.11177009,0.77221537,0.4206651,0.7195635,-0.26437646,0.23520456,-0.005817763,0.154305,-0.77298594,0.041694816,915.8608,905.38464,844.94507,1002.8938,1000.87915,-0.10443115234375,0.10394287109375,0.97930908203125,0.157012939453125,2.833709716796875,2.1234130859375,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:27.944,0.7917095,1.3626397,0.74659854,-0.30882192,0.352426,0.88660777,-0.10004424,0.27349544,1.1467463,0.9324234,0.18414211,1.0258138,0.3983432,0.69246733,-0.25102505,0.19166973,-0.11277307,0.08308629,-0.73485774,-0.07487393,951.7216,901.75824,844.1392,1055.2748,1151.1721,-0.104248046875,0.1019287109375,0.98175048828125,0.381317138671875,3.0804443359375,3.072967529296875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:28.457,0.67100704,1.1722307,0.5535688,-0.036730934,0.5485272,0.8120919,-0.15149184,0.4799443,1.1459001,0.93388367,0.33580175,1.0363953,0.39290363,0.6236377,-0.29698974,0.24946049,-0.09408144,-0.0013254269,-0.67849016,0.10855428,875.9707,892.8938,848.1685,891.685,795.38464,-0.107177734375,0.10552978515625,0.9853515625,0.844879150390625,2.452392578125,2.6019287109375,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:28.971,0.20188464,1.0308993,0.07047788,0.011586837,0.51618755,0.5201584,-0.2078586,0.39629507,1.1204871,0.72566694,0.3210585,1.0363953,0.3567186,0.58567977,-0.35335425,0.27715704,-0.06958857,0.012009387,-0.65479666,0.0661073,759.92676,856.63007,855.0183,629.3773,543.1502,-0.103271484375,0.103759765625,0.9820556640625,0.351409912109375,2.76641845703125,2.639312744140625,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:29.479,0.044903424,0.997414,0.10067905,4.179363E-4,0.45951813,-0.19494173,-0.15861857,0.333208,1.0779546,0.10919112,0.3210585,0.9385088,0.38980824,0.584205,-0.39863503,0.29210752,-0.055738766,0.038567066,-0.6309321,0.07841964,961.79486,901.3553,850.58606,1061.7216,1111.2821,-0.10076904296875,0.10504150390625,0.97955322265625,0.37384033203125,2.10845947265625,2.452392578125,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:29.982,-0.024912795,1.0412211,0.10491113,0.028193697,0.20915394,-0.15455958,-0.22874203,0.12368101,0.9303483,0.1664927,0.1470231,0.61732507,0.44267672,0.55915713,-0.4210389,0.39768013,-0.12402661,0.03595983,-0.66054255,0.005584046,875.16486,868.71796,843.3333,855.82416,770.40295,-0.1007080078125,0.10638427734375,0.97998046875,0.082244873046875,2.8411865234375,2.115936279296875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:30.502,0.11383745,0.99700135,-0.114335515,0.28277802,0.016449558,0.15334816,-0.47683036,-4.3093698E-4,0.99917305,0.14602123,-0.038787577,0.9628154,0.47259778,0.5880509,-0.3670238,0.45750955,-0.14235103,0.002054819,-0.5942168,0.063848116,759.12085,832.8571,850.18317,622.9304,571.3553,-0.10137939453125,0.10443115234375,0.98291015625,0.0897216796875,2.67669677734375,1.727142333984375,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:31.016,0.442299,0.8727851,-0.2635809,0.45081413,0.41412815,0.18400237,-0.63805676,0.24975564,1.1325505,0.15380964,-0.09180847,0.97894186,0.43764147,0.5922206,-0.36929345,0.4705698,-0.14868382,-0.026881868,-0.6758822,0.09339163,801.02563,826.4103,857.8388,721.6484,833.2601,-0.09515380859375,0.09600830078125,0.9813232421875,-0.3289794921875,2.370147705078125,2.280426025390625,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:31.528,0.49854892,0.82805794,-0.13150956,0.54378974,0.6202447,0.22854623,-0.5339192,0.3360824,1.1788167,0.03659102,0.037346825,0.97348756,0.35661784,0.57726866,-0.39411855,0.40808818,-0.12823802,0.026876483,-0.6979557,0.13800845,920.293,882.4176,848.97437,996.4469,1156.0073,-0.09490966796875,0.09759521484375,0.98065185546875,0.770111083984375,2.46734619140625,2.01873779296875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:32.041,0.43262276,0.8453438,-0.081204385,0.48096836,0.68006915,0.20082097,-0.34973067,0.4964066,1.1659197,0.21540664,-0.077042274,0.9782389,0.31676456,0.51264113,-0.4161156,0.3129773,-0.18085417,0.04306247,-0.7098938,0.088767365,950.9158,881.6117,850.18317,1021.8315,969.85345,-0.0977783203125,0.10400390625,0.98291015625,0.538330078125,3.1103515625,2.818756103515625,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:32.544,0.7365368,1.3366451,-0.06476679,0.69490725,0.7268753,0.70798457,-0.34484926,0.49683538,1.2366698,0.809755,6.713401E-4,0.9599184,0.28680295,0.55686736,-0.4024507,0.24278039,-0.055097677,0.062369164,-0.595881,0.031353008,807.0696,828.4249,843.3333,717.619,575.38464,-0.09759521484375,0.103759765625,0.98095703125,0.46356201171875,2.99072265625,3.147735595703125,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:33.053,0.91354996,1.4686879,-0.15779087,0.69490725,0.7508722,1.0095439,-0.35656768,0.49683538,1.3736565,0.9377733,0.0126995575,0.9599184,0.30606708,0.6341561,-0.42824885,0.24278039,0.0014588276,0.0737902,-0.57956123,0.031353008,769.19415,808.68134,853.8095,645.09155,644.68866,-0.10552978515625,0.10247802734375,0.98681640625,0.725250244140625,2.190704345703125,2.833709716796875,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:33.569,0.98990923,1.4783297,0.2535201,0.69490725,0.8144157,1.0835302,-0.46603957,0.49683538,1.3805012,0.9377733,0.0032678507,0.9599184,0.2922327,0.65878177,-0.36491647,0.24278039,0.041659426,0.07344875,-0.63942283,0.031353008,955.7509,891.28204,849.3773,1030.6959,983.1502,-0.1029052734375,0.107177734375,0.98040771484375,0.6280517578125,3.0804443359375,2.743988037109375,1,1.0,1.0,1.0,1.0,83.39"
2017-10-16,"16:52:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:34.082,0.89275944,1.268831,0.37066942,0.7987387,0.70081955,1.000662,-0.42635927,0.4073608,1.3659947,0.9312163,-0.10862057,0.9259885,0.24724908,0.57959116,-0.36357558,0.22054926,0.019394098,0.060225762,-0.7312571,0.13177806,994.43225,913.0403,856.63007,1083.0769,1114.9084,-0.0992431640625,0.109375,0.98382568359375,0.43365478515625,2.67669677734375,2.10845947265625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:34.585,1.1138959,1.1208183,0.36823747,0.7987387,0.74401546,0.79034567,-0.5275306,0.4073608,1.3058035,0.41372442,-0.15241222,0.9259885,0.2567027,0.43713066,-0.3081066,0.22054926,0.006825124,0.092751324,-0.7197005,0.13177806,727.28937,847.3626,840.5128,601.978,619.304,-0.1025390625,0.1112060546875,0.981201171875,0.306549072265625,2.73651123046875,2.190704345703125,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:35.089,1.4440597,1.1244583,0.37462097,0.84927094,0.75193024,0.79472005,-0.44172257,0.40062758,1.3256627,0.37226692,0.102263175,0.870531,0.3607252,0.3854065,-0.21392646,0.20645499,0.06373392,0.046571556,-0.6684018,0.10672323,868.71796,869.92676,853.8095,848.1685,1005.7143,-0.0977783203125,0.10784912109375,0.97637939453125,0.097198486328125,2.370147705078125,1.4056396484375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:35.595,1.4859928,1.0622474,0.44833764,0.84927094,0.79724133,0.81010944,-0.39487094,0.40062758,1.3260626,0.40513352,0.15253913,0.870531,0.43250674,0.47141993,-0.07613526,0.20645499,0.1549152,0.04514753,-0.5212185,0.10672323,960.58606,904.9817,841.31866,1051.2454,1148.7546,-0.10858154296875,0.1038818359375,0.9796142578125,-0.0299072265625,3.09539794921875,2.474822998046875,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:36.106,1.4027894,1.0746557,0.59280735,0.7395959,0.8397523,0.7307446,-0.21729712,0.3169707,1.3814796,0.5693972,0.15253913,1.003912,0.43383354,0.5419742,-0.09039762,0.4518811,0.19608866,-0.07663057,-0.37917808,0.3550349,887.25275,876.77655,844.1392,914.65204,871.53845,-0.1038818359375,0.106201171875,0.98101806640625,0.657958984375,2.87109375,3.3197021484375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:36.615,1.0087875,1.0599525,0.56994355,0.6804256,0.7530505,0.515489,-0.2240326,0.24508569,1.3204108,0.5761576,0.015218839,1.1037927,0.39235547,0.56676227,-0.21432056,0.44499534,0.11553128,-0.06766457,-0.40921563,0.23100047,778.86444,820.3663,853.00366,670.87915,551.6117,-0.10308837890625,0.1090087890625,0.9796142578125,0.55328369140625,2.67669677734375,2.3626708984375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:37.127,0.7966029,0.94599414,0.49997103,0.6475233,0.71351516,0.13632394,-0.28335622,0.28136644,1.3661981,0.57341284,0.0060361642,1.0960191,0.38264588,0.56558615,-0.40111658,0.42648882,-0.050403394,-0.053955257,-0.52814955,0.12486826,765.56775,816.337,855.42126,655.56775,693.8461,-0.10052490234375,0.109619140625,0.98028564453125,0.157012939453125,2.40753173828125,2.205657958984375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:37.632,0.9265408,0.7753644,0.43189433,0.6304676,0.5059894,0.25857508,-0.22963016,0.26581347,1.3227308,0.45110792,0.18216616,1.037519,0.43413302,0.55890864,-0.3963891,0.42324752,-0.18586288,0.008287373,-0.75178605,-0.011771701,873.95605,874.35895,859.0476,894.5055,1055.6776,-0.0943603515625,0.1083984375,0.98089599609375,0.299072265625,2.564544677734375,2.01873779296875,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:38.149,0.9910529,0.76461154,0.2787327,0.6329594,0.5771156,0.3325702,-0.27829754,0.32895842,1.3101645,0.37030753,0.17659357,0.9643847,0.4406379,0.5431366,-0.41731596,0.37637064,-0.18432416,0.049163733,-0.816778,-0.0019450985,952.1245,888.86444,848.5714,1039.1575,1128.608,-0.0999755859375,0.106201171875,0.97991943359375,-0.0299072265625,2.908477783203125,2.444915771484375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:38.652,1.0767615,0.96943516,0.19879079,0.8740402,0.56689656,0.37741813,-0.20007476,0.3043578,1.2571154,0.31902313,0.071287975,0.98476195,0.3433265,0.49765962,-0.44178694,-0.035691455,-0.18926059,0.029030006,-0.80015695,-0.053322494,757.50916,825.2015,856.2271,639.85345,612.0513,-0.0982666015625,0.11285400390625,0.9815673828125,0.64300537109375,2.91595458984375,3.117828369140625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:39.173,0.95613915,1.0053345,0.14295912,0.8361864,0.50867784,0.35855323,-0.1333543,0.28729177,1.24185,0.09109743,-0.07577543,1.0090497,0.1962027,0.4395032,-0.39093494,0.09554428,-0.18747814,-0.037363652,-0.88451934,-0.11770183,850.18317,869.92676,850.18317,840.5128,1002.49084,-0.09393310546875,0.114990234375,0.976806640625,-0.46356201171875,3.409423828125,0.919647216796875,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:39.682,1.1712861,1.006796,0.52498436,0.976539,0.6091251,0.34672636,0.23266351,0.4200197,1.1173736,0.15599976,0.0145816235,1.0719174,0.28736284,0.42292237,-0.34994045,0.1173873,-0.16451664,-0.12092817,-0.85510045,-0.055147856,792.96704,815.9341,850.58606,684.57874,691.02563,-0.095458984375,0.11041259765625,0.9793701171875,0.261688232421875,2.370147705078125,2.385101318359375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:40.193,1.11017,0.9849764,0.51206976,0.92311525,0.5950212,0.4304235,0.21311384,0.41157395,1.267553,0.19125266,0.0016905541,1.1368452,0.40306753,0.41803044,-0.39685678,0.21307418,-0.13437742,-0.115819685,-0.942005,-0.0155419875,927.9487,883.6264,855.82416,958.5714,913.8461,-0.0902099609375,0.11334228515625,0.97625732421875,-0.28411865234375,2.519683837890625,2.100982666015625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:40.695,1.0753999,1.038967,0.46695715,0.90402853,0.558802,0.43328312,0.13581865,0.4109089,1.2539536,0.32494202,0.06927777,1.1552811,0.38880935,0.43714738,-0.40921265,0.23096304,-0.16299841,-0.09588524,-0.8562801,0.0109100845,821.1722,838.9011,840.10986,718.4249,563.69965,-0.09326171875,0.11224365234375,0.9788818359375,-0.1495361328125,2.94586181640625,2.61688232421875,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:41.198,0.82294,1.012031,0.09023887,0.7605724,0.43090245,0.5275183,-0.24317153,0.34305546,1.2925695,0.39944425,0.057493042,1.1550593,0.3653968,0.41925827,-0.43597096,0.25031394,-0.12626648,-0.0060140467,-0.8233875,0.06580398,770.40295,810.696,852.1978,648.315,632.6007,-0.09454345703125,0.11065673828125,0.98052978515625,0.665435791015625,2.82623291015625,3.1402587890625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:41.707,0.9374396,0.94724804,0.091485575,0.8172644,0.43396327,0.4900953,-0.19130763,0.3238111,1.3000662,0.3804438,-0.024985436,1.1430404,0.33472684,0.4446392,-0.37412044,0.23155284,-0.15320128,-0.021928504,-0.80017674,0.105081104,865.89746,866.7033,849.3773,859.0476,1008.93774,-0.092041015625,0.11102294921875,0.97393798828125,0.0897216796875,2.04864501953125,2.49725341796875,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:42.216,0.87683195,0.9502185,-0.029731538,0.72389853,0.41238996,0.3927185,-0.23830847,0.2284319,1.2776954,0.49779138,-0.14539328,1.0478647,0.36435696,0.4523001,-0.39407188,0.23774357,-0.15584393,0.04499563,-0.8500226,0.12061413,959.3773,910.2198,853.00366,1045.6044,1148.7546,-0.09393310546875,0.113525390625,0.98089599609375,0.515899658203125,2.58697509765625,2.340240478515625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:42.721,0.65455836,1.2781708,-0.0456669,0.5258457,0.27817526,0.28809667,-0.36437148,0.15424438,1.2785717,0.57211167,-0.24934877,1.061288,0.27335083,0.5145135,-0.38659543,0.23492384,-0.22462378,0.033412036,-0.830104,0.077938,753.47986,818.3516,852.6007,640.65936,589.89014,-0.09075927734375,0.1156005859375,0.983642578125,0.336456298828125,2.64678955078125,2.280426025390625,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:43.246,0.38030976,1.3335756,0.07247113,0.3905069,0.42597887,0.32218874,-0.43259287,0.34014383,1.1691928,0.5900572,-0.13304137,1.1920562,0.30520025,0.54533976,-0.42092958,0.2760382,-0.17367148,0.05869071,-0.81463647,0.044553827,850.58606,845.7509,857.4359,807.0696,963.00366,-0.0924072265625,0.11083984375,0.98028564453125,-0.16448974609375,3.147735595703125,2.87109375,1,1.0,1.0,1.0,1.0,83.38"
2017-10-16,"16:52:43.764,0.38901228,1.332519,0.11424559,0.5631499,0.5721876,0.72323287,-0.31011525,0.60397506,1.2565408,1.0255045,-0.08563349,1.2461785,0.42403334,0.59407115,-0.48117563,0.35244116,-0.12529124,-0.030270247,-0.8364566,0.10138455,790.54944,826.0073,855.0183,678.93774,673.2967,-0.09033203125,0.1102294921875,0.98016357421875,0.844879150390625,2.79632568359375,3.252410888671875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:44.278,0.41201025,1.1764599,-0.06746025,0.63680184,0.60292387,0.76794726,-0.3690583,0.6855585,1.2692813,1.0255045,0.07171317,1.368652,0.5242756,0.5542716,-0.52786857,0.44099057,-0.11710907,-0.059512947,-0.8296026,0.09987554,897.72894,856.63007,846.9597,952.9304,956.9597,-0.08953857421875,0.11785888671875,0.979736328125,0.37384033203125,3.072967529296875,2.332763671875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:44.781,0.21396814,1.2663603,-0.29206407,0.5257289,0.5251104,0.7678276,-0.18255214,0.8607504,1.2124306,1.0141577,0.5184798,1.3850558,0.45045736,0.5300779,-0.5153565,0.42962366,-0.10455352,-0.029251557,-0.7719144,0.055828884,821.5751,852.6007,848.97437,737.76556,603.5897,-0.092529296875,0.11431884765625,0.98095703125,0.49346923828125,2.280426025390625,2.370147705078125,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:45.291,0.32691056,1.3368366,-0.25025693,0.44362843,0.4559561,0.565171,-0.21375778,0.8181473,1.1677973,0.7111532,0.5167862,1.4494938,0.35602796,0.52042603,-0.5211789,0.3171095,-0.07165082,0.008682713,-0.70013565,-0.008440179,770.40295,822.7839,852.6007,666.4469,649.92676,-0.0887451171875,0.11663818359375,0.9869384765625,-0.0,2.7813720703125,2.340240478515625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:45.795,0.6979119,1.4262853,-0.07682598,0.7517178,0.5885989,0.811519,-0.11433326,0.8982065,1.1669332,0.6595394,0.51275444,1.384051,0.25575954,0.5860542,-0.45784038,0.23812215,0.055034503,0.06843705,-0.67017955,-0.007939119,858.24176,836.8865,855.42126,863.8828,1003.69965,-0.0911865234375,0.1092529296875,0.98248291015625,-0.0299072265625,2.52716064453125,2.52716064453125,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:46.314,0.9343159,1.5037004,-0.07429204,0.9933682,0.63636327,1.0173846,-0.26339164,0.6896153,1.1694362,0.70728576,0.25200787,1.270195,0.33094937,0.617818,-0.44136515,0.29866675,0.08614416,0.08937645,-0.6551527,0.055352114,933.9927,909.41394,848.5714,1017.8022,1135.8608,-0.0904541015625,0.11138916015625,0.980224609375,0.650482177734375,2.811279296875,2.811279296875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:46.824,0.97707886,1.5200616,-0.07451703,0.9698221,0.7225859,1.036334,-0.24660662,0.644887,1.2256067,0.6437398,0.24382448,1.1308136,0.34349892,0.6435299,-0.39604685,0.3569725,0.08747621,0.15654162,-0.64263004,0.09757468,882.01465,914.65204,841.7216,906.5934,861.06226,-0.08929443359375,0.11376953125,0.97589111328125,0.381317138671875,2.10845947265625,2.415008544921875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:47.342,0.8820609,1.5910374,-0.061356343,0.8847897,0.65561503,0.9625568,-0.23520362,0.48269945,1.2019442,0.71708167,-0.08329072,0.94326967,0.24434611,0.63189715,-0.45306808,0.29616037,0.06095404,0.14722265,-0.6227203,0.08600171,784.90845,838.0952,848.97437,682.5641,556.8498,-0.09613037109375,0.1136474609375,0.98126220703125,0.216827392578125,3.050537109375,2.340240478515625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
2017-10-16,"16:52:47.844,0.8290077,1.5005826,-0.090344004,0.9269823,0.63146454,0.93087727,-0.24099989,0.4498202,1.2200143,0.7481605,-0.059827615,0.94405824,0.24979441,0.67013144,-0.41612813,0.32976654,0.047463793,0.1908334,-0.6630736,0.08227562,772.4176,829.6337,852.1978,674.10254,724.87177,-0.090576171875,0.11004638671875,0.981689453125,0.351409912109375,2.6019287109375,2.2430419921875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:48.358,0.66390383,1.4066412,-0.30649295,0.8917739,0.45816788,0.87174374,-0.323334,0.43917724,1.343718,0.756656,-0.04806963,1.3191117,0.23075315,0.6608745,-0.48842615,0.25640085,-0.08708056,0.14330482,-0.64030474,-0.036171317,900.54944,868.315,854.61536,929.15753,1107.6556,-0.09320068359375,0.11187744140625,0.982666015625,0.7476806640625,2.699127197265625,2.1832275390625,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:48.870,0.836307,1.2177281,-0.5167212,1.0034286,0.47181913,0.7840323,-0.40570357,0.55713063,1.4208856,0.7390701,-0.17554636,1.329427,0.19459845,0.64884156,-0.40157616,0.36370492,-0.115988046,0.17523205,-0.6376652,-0.099878006,798.20514,842.52747,842.1245,690.6227,566.52014,-0.0919189453125,0.11712646484375,0.9798583984375,0.58319091796875,2.88604736328125,2.73651123046875,1,1.0,1.0,1.0,1.0,83.34"
2017-10-16,"16:52:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink"
