Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26
20:50.7,1.0673072,1.1823837,0.55052197,0.6226073,0.37663108,0.36241436,0.118851215,0.02294848,0.7550528,0.37071803,0.14652836,0.5019621,0.40520334,-0.05054677,-0.007626714,0.480722,0.16148369,-0.19799136,-0.23464803,0.35930735,912.6374,855.82416,849.7802,925.5311,1236.5934
20:51.2,-0.034056358,0.25489935,0.10827124,0.5572338,0.098331936,0.04973573,-0.1303613,-0.07034646,0.74747914,0.05386495,-0.011640284,0.5251602,0.39888236,-0.166126,0.014169229,0.4745485,0.01711478,-0.14421481,-0.27553844,0.3540483,750.2564,859.45056,854.21246,815.9341,512.1245
20:51.7,-0.39099538,0.3429415,0.23262219,0.5868587,0.18993284,0.07783315,-0.10068291,-0.09629209,0.6975525,-0.039759535,-0.053123914,0.48307708,0.42918035,-0.21600907,-0.01546279,0.4680068,0.020366577,-0.1748926,-0.32407784,0.42940146,777.6557,853.4066,850.58606,832.4542,456.52014
20:52.3,-0.47049093,0.539453,0.37142044,0.46928054,0.33582708,0.1877286,-0.033910643,-0.04059972,0.7314587,0.06700068,-0.03382655,0.54035455,0.45268607,-0.1565776,-0.000103,0.51215357,0.1774556,-0.22284088,-0.23328508,0.40929595,783.69965,859.0476,849.7802,863.8828,902.96704
20:52.8,0.066963136,0.5889063,0.43887886,0.4507749,0.33578628,0.116142765,-0.027079115,0.15646295,0.70322305,0.3123772,0.09826347,0.580239,0.42582947,-0.08438497,0.07340221,0.58129704,0.41016904,-0.060072385,0.13192523,0.5300474,939.2308,850.18317,851.79486,899.7436,1229.3407
20:53.3,0.14105299,0.5979412,0.47298735,0.39631096,0.13655427,0.091331035,0.002308365,0.13599275,0.7071836,0.36136144,0.12326255,0.562046,0.46646082,0.007693234,0.21671313,0.5921863,0.5079289,0.18927358,0.3824869,0.5964646,753.47986,859.0476,847.3626,838.9011,637.4359
20:53.8,0.22840337,0.5442875,0.45753235,0.41674298,-0.11973023,0.07821898,-0.05127101,0.32389876,0.4813167,0.43726397,0.32139874,0.52277786,0.50212765,0.0652559,0.2759264,0.5900377,0.5770917,0.25066122,0.38682726,0.6762031,756.7033,856.63007,846.55676,825.2015,520.18317
20:54.3,0.08821902,0.40623307,0.3402434,0.46823087,-0.10322356,0.0902273,-0.06961901,0.29670244,0.59238213,0.43550077,0.42358205,0.30345917,0.44421294,0.015258411,0.22166607,0.5146189,0.4720111,0.20205756,0.2911222,0.63292384,946.8865,861.8681,848.5714,919.89014,1042.7839
20:54.8,0.2672947,0.38250977,0.24912097,0.4984486,0.26223147,0.17244032,-0.13136223,0.2950959,0.66761655,0.337073,0.42358205,0.3449937,0.36110204,0.014067827,0.21117248,0.4844194,0.40933606,0.095386714,0.26462778,0.5745036,803.8461,858.6447,849.7802,848.97437,535.89746
20:55.3,0.39520693,0.6026958,0.59519744,0.42180356,0.28585243,0.29329696,-0.015167296,0.082959145,0.66369504,0.33434695,0.4171139,0.51353437,0.37742087,0.05160045,0.24263328,0.5453939,0.21211392,0.03546674,0.3133679,0.49272344,790.54944,875.56775,828.8278,864.68866,709.5604
20:55.9,0.9802767,0.7931304,0.9113681,0.56114316,0.33500424,0.5322232,0.19214785,0.17379153,0.67203325,0.4883399,0.32670018,0.8023287,0.4088024,0.09954935,0.22293173,0.61073905,0.16080369,0.026252698,0.2743616,0.45971715,922.3077,848.5714,856.63007,909.41394,1224.5055
20:56.4,1.0951146,0.78069776,0.9659452,0.6468932,0.17932555,0.55227584,0.26093438,0.24043536,0.57426137,0.44867298,0.41355717,0.8635058,0.40376464,0.10128994,0.16700876,0.64767367,0.21498227,-0.059964146,0.09822781,0.4593076,919.0842,848.5714,856.63007,888.46155,951.31866
20:56.9,1.0716524,0.6907803,0.857794,0.6871501,0.117010355,0.48662472,0.25017914,0.23815829,0.7562178,0.43315017,0.38592348,0.86704457,0.4094256,0.13038197,0.062096544,0.6025538,0.37939233,-0.001487323,0.003387166,0.44723475,747.8388,865.09155,848.97437,807.47253,491.17215
20:57.4,1.0902584,0.7363016,0.5849101,0.9644959,0.12576397,0.23761545,0.11121497,0.35089692,0.9512405,0.384555,0.34884948,1.0473527,0.45176598,0.18862613,0.17132607,0.58949727,0.5021612,0.003337697,0.021408256,0.42942938,977.50916,857.8388,844.94507,937.2161,1194.2858
20:57.9,1.3917487,1.0653105,0.6239026,1.4185328,0.16633262,0.11825357,0.11032546,0.4044512,1.025417,0.36007646,0.49840257,1.1094921,0.49788263,0.16980149,0.16982707,0.66145164,0.5138499,0.03271242,-0.11128666,0.4751636,930.7692,857.8388,843.73627,896.9231,1236.1904
20:58.4,1.4097048,1.1231302,0.8249082,1.4419216,0.36970493,0.2559693,0.18016385,0.526507,1.025417,0.4759761,0.5862392,1.1094921,0.5068402,0.07711495,0.18428525,0.69421387,0.43730542,-0.062506914,-0.050513696,0.55503905,754.68866,847.76556,858.6447,842.1245,556.8498
20:58.9,1.2670233,1.0756571,0.8625312,1.4101272,0.34660876,0.29583994,0.19020882,0.37464646,0.83090997,0.49585325,0.56584084,1.080527,0.53079176,0.00941839,0.1722512,0.6715633,0.27321106,-0.010523536,-0.055460792,0.53147215,875.9707,864.2857,846.9597,898.5348,1095.9707
20:59.4,0.45384926,0.80471504,0.8090919,0.94858116,0.3076741,0.32373792,0.1854088,0.23109953,0.7891415,0.48188868,0.5681911,0.7884967,0.49686044,0.017061707,0.14155477,0.59634745,0.33007273,-0.018590057,-0.02721223,0.48390058,956.55676,866.7033,834.0659,909.011,1133.4432
20:59.9,0.39043203,0.7636189,0.62520105,0.8146736,0.26677096,0.2666228,0.08835426,-0.051236473,1.1485716,0.41470477,0.30127653,0.9821894,0.42471388,0.022689175,0.121695414,0.53461075,0.3265131,0.004920971,-0.04648269,0.40255845,845.7509,862.674,846.1539,829.6337,593.5165
21:00.4,0.23874672,0.7876804,0.5417715,0.44353673,0.17313194,0.22581404,0.08510877,-0.022839608,1.2533025,0.27510196,0.25718355,1.0725605,0.4356722,0.02823306,0.001394271,0.5519788,0.3574695,-0.08319614,-0.033563152,0.40900284,745.82416,843.3333,856.2271,828.4249,587.47253
21:00.9,0.15615052,0.75803894,0.5186754,0.39361525,0.2465359,0.161091,-0.002761732,0.08240653,1.2554781,0.4480473,0.24098565,1.0880145,0.43404764,-0.022727687,0.001824905,0.5427403,0.23510808,-0.068730205,-0.035545174,0.37614018,868.315,855.0183,850.58606,880.40295,1147.1428
21:01.4,0.041457783,0.7107391,0.5267729,0.48895735,0.2239798,0.15728344,-0.07096768,0.096225806,1.30859,0.3354407,0.08300878,1.2185502,0.5570554,0.030643694,0.06546849,0.5728143,0.32807967,-0.03181098,-0.047649115,0.41156432,944.0659,856.2271,848.97437,892.0879,1105.238
21:01.9,0.21554582,0.55240405,0.43969703,0.44609255,0.42004246,0.1446825,-0.119893916,0.19403185,1.3079087,0.41586745,0.32227543,1.1774493,0.53437245,0.040481657,0.095790505,0.61768925,0.341191,-0.042503215,-0.10506682,0.5499032,784.90845,847.3626,873.5531,861.8681,798.60803
21:02.5,0.52568597,0.46760014,0.4546679,0.5071069,0.43777204,0.114133246,-0.039876554,0.37625584,1.2123116,0.32924256,0.43152854,1.1955783,0.5278536,0.0791242,0.05863614,0.6586868,0.34034988,-0.0522702,0.001252738,0.66354114,920.293,855.82416,844.5421,891.685,1246.6666
21:03.0,0.4881272,0.2363974,0.36819282,0.46203664,0.37930983,-0.10993013,-0.032281976,0.42626283,1.2555003,0.43287352,0.4183564,1.2855456,0.4276118,0.0704852,-0.003609673,0.72770214,0.26329786,-0.05866655,0.056655627,0.7079162,926.337,850.989,851.39197,899.34064,917.0696
21:03.5,0.45244148,0.37332967,0.4135904,0.4779632,0.20105734,0.029514164,-0.061301123,0.37175834,1.2177426,0.41972426,0.40860307,1.199576,0.47457767,0.16429095,0.08818535,0.70034564,0.22726196,0.025495203,0.18392545,0.6863689,784.90845,859.0476,864.68866,839.707,493.1868
21:04.0,0.22788286,0.556014,0.4593715,0.42793757,0.08452339,0.29924425,0.061920375,0.17912306,1.2755444,0.44170922,0.21513337,1.1731832,0.502289,0.17481114,0.095184565,0.650099,0.18763901,0.050357264,0.15989892,0.5701718,806.6667,848.5714,844.1392,831.6484,556.04395
21:04.5,0.3907853,0.6232447,0.5445317,0.5414239,0.10425284,0.37227362,0.06405422,0.100444175,1.3248444,0.3754324,0.20836292,1.1174176,0.438461,0.12667896,0.016015157,0.4957897,0.17131236,0.044325624,0.15471232,0.49431115,770,865.09155,846.1539,837.28937,597.9487
21:05.0,1.1730781,0.63343,0.64282155,1.0231295,0.28290856,0.4161629,0.106903,0.44142032,1.3255322,0.33366355,0.27982438,1.0278406,0.37186176,0.0425986,-0.048792064,0.45390815,0.17567198,-0.055180058,0.10413084,0.3845083,925.5311,857.03296,859.0476,888.86444,901.75824
21:05.6,1.3278452,0.8181898,0.7985764,1.1058576,0.25006235,0.42739597,0.20653282,0.4694335,1.2735264,0.398184,0.33767262,0.6261617,0.4246779,0.07305231,0.028073693,0.5297491,0.19315901,-0.14545025,0.06861296,0.36153203,828.4249,851.79486,847.76556,872.74725,1020.2198
21:06.1,1.3120685,0.873343,0.8234531,1.0935019,0.23945677,0.4252304,0.24424295,0.45366418,1.2295401,0.3206161,0.34265572,0.92690164,0.49089968,0.1288866,0.21631953,0.64160264,0.11877593,-0.19708915,-0.002765826,0.307481,800.6227,860.2564,852.6007,855.82416,790.9524
21:06.6,0.6861485,0.8788633,0.76979065,0.6191429,0.06850782,0.34895444,0.18313608,-0.018971147,1.200485,0.37112892,0.33646044,0.9457765,0.47844172,0.17169467,0.2862163,0.6521145,0.13359779,-0.10520027,0.0501318,0.32841295,913.44324,852.1978,845.7509,904.9817,1223.6996
21:07.1,0.1483269,0.8461001,0.6114867,0.40768254,0.07687194,0.32111618,0.014023557,-0.16744803,1.1456252,0.32822406,0.20859675,0.9457765,0.47767812,0.15108183,0.24022204,0.6118975,0.17641021,-0.08250392,0.046768583,0.3648797,931.5751,868.315,833.663,884.0293,931.5751
21:07.6,0.21614744,0.8419495,0.6003582,0.3154114,0.05866258,0.33873972,-0.019977635,-0.25306267,1.0307945,0.41106614,0.21284994,0.94686395,0.46078902,0.1872474,0.17923921,0.626395,0.1971966,-0.12434812,0.07045962,0.41566822,828.4249,861.8681,855.42126,871.53845,960.989
21:08.1,0.1740471,0.84383434,0.5320124,0.0724386,-0.0279636,0.33436444,-0.07106316,-0.24562736,1.016676,0.43543458,0.12048708,0.8106751,0.46583953,0.19679363,0.03160669,0.6461147,0.18557344,-0.21445592,-0.033753682,0.46951765,939.2308,853.00366,858.6447,911.02563,1222.0879
21:08.6,0.31534111,0.82173437,0.67815036,0.12701386,-0.12967226,0.27482697,0.04671042,-0.40607625,0.92584926,0.45089814,0.5568838,0.8065166,0.45914784,0.17497583,0.12377076,0.65568256,0.061866865,-0.2803356,-0.12277321,0.39519408,907.8022,854.61536,844.5421,899.34064,1223.2968
21:09.1,0.24255206,0.773651,0.61015135,0.20467284,-0.26309982,0.21065888,0.023769386,-0.29553968,0.96473044,0.47220835,0.5581563,0.90783167,0.4902074,0.05752206,0.08967842,0.5851676,0.06407225,-0.220318,-0.16650745,0.35365623,759.5238,850.18317,851.39197,821.5751,483.11356
21:09.6,0.19952683,0.8681526,0.6588117,0.3902693,-0.30786282,0.25065586,0.19948384,-0.19382477,1.0351026,0.46330252,0.5581563,1.0295761,0.42418632,0.08445312,0.1445569,0.5345371,0.1311879,-0.1402165,-0.15918371,0.35997164,813.5165,855.0183,867.9121,869.92676,909.011
21:10.1,0.14255606,0.86374146,0.6637663,0.4913761,-0.25254285,0.30185622,0.19742168,-0.018519737,1.0171531,0.39275444,0.34280288,1.0216519,0.40487054,0.04414759,0.09546147,0.5011311,0.24655282,-0.09029088,0.00978114,0.43489483,929.9634,842.52747,853.8095,890.07324,1239.414
21:10.7,0.070134446,0.8579293,0.7312613,0.5539344,-0.10792809,0.3715612,0.289212,0.037448004,1.0075306,0.45266807,0.251697,1.0691258,0.32792193,0.11767371,0.14964828,0.42005923,0.2753219,-0.12535907,0.05581176,0.41823542,891.685,855.42126,835.2747,863.8828,830.0366
21:11.2,0.14322303,0.7612823,0.7299767,0.6080064,0.024097225,0.33370405,0.19835736,0.08337426,0.8949687,0.39077103,0.48264897,1.1293926,0.40304983,0.07786874,0.24675049,0.4665704,0.24106263,-0.1790915,0.048319556,0.3751459,750.65936,846.55676,845.34796,832.4542,457.32602
21:11.7,0.3135521,0.65122765,0.6770239,0.67465407,0.12236547,0.23893826,0.14113456,0.16460371,0.7596369,0.7553559,0.5620238,1.1400055,0.4471581,0.42905,0.56936324,0.45489472,0.26106185,0.18342237,0.30568796,0.3585805,792.5641,855.82416,838.0952,853.00366,877.5824
21:12.2,0.45415068,0.83097386,0.7893942,0.74989814,0.15069352,0.23832212,0.24938203,0.21136026,0.7596369,1.0926762,0.7335785,0.981522,0.511583,0.78753996,0.946229,0.5546465,0.29481134,0.5282642,0.63321143,0.3723725,940.4396,851.79486,851.39197,901.75824,1215.641
21:12.7,0.6459447,0.94813937,0.86717886,0.57274175,0.5217493,0.4294546,0.4170892,0.25803408,1.3977263,1.1437166,0.74306947,1.1316508,0.5907559,0.8043892,0.9337772,0.5775094,0.4094843,0.538806,0.6302586,0.404615,751.06226,843.73627,860.2564,822.7839,523.00366
21:13.2,0.23844446,0.94108385,0.79996055,0.32693312,1.0316752,0.40539986,0.40931642,0.6783299,1.5333633,1.1437166,0.74306947,1.3701614,0.6008828,0.6958413,0.82610446,0.51090205,0.20689274,0.4051968,0.49280939,0.28389972,830.84247,850.58606,851.39197,871.53845,1025.0549
21:13.7,0.3380087,0.91817427,0.76615804,0.3592054,0.9640831,0.46178043,0.3906783,0.7006546,1.5433875,1.030974,0.66033757,1.3714676,0.61668795,0.18096964,0.19322126,0.55534124,0.19428128,-0.07296888,-0.16976783,0.23025306,770,867.9121,836.4835,828.4249,785.7143
21:14.2,0.31063762,0.93568456,0.7978739,0.49644062,0.9037181,0.40746915,0.253523,0.7637873,1.5402272,0.55926263,0.5725967,1.3719262,0.6569582,0.15281864,0.1744712,0.50678915,0.19998012,-0.015890228,-0.08598352,0.23165332,931.5751,873.95605,826.8132,881.2088,1219.2675
21:14.8,0.6249356,1.144792,0.9875625,0.7501299,0.86955607,0.6032688,0.5177083,0.7591675,1.4952501,0.64559835,0.90457076,1.3301241,0.6332841,0.20555405,0.23287047,0.46959722,0.24372613,0.05779561,0.023849731,0.24286789,925.12823,854.61536,842.1245,863.0769,961.39197
21:15.3,0.5933442,1.1760164,0.9920099,0.75796086,0.7890514,0.5819712,0.51886755,0.7252837,1.4430622,0.6407747,0.8992039,1.4050148,0.5849279,0.1934473,0.2945079,0.4657766,0.28921005,0.08019067,0.064054206,0.26161566,809.4872,858.24176,853.4066,838.0952,487.54578
21:15.8,0.8234326,1.1841569,0.835821,1.067951,0.6867106,0.5386707,0.49624687,0.6526857,1.4430622,0.5835133,0.8992039,1.346779,0.577907,0.14632368,0.26382303,0.572091,0.22443476,0.014055917,-0.003130133,0.16678412,791.3553,830.84247,859.0476,866.30035,712.381
21:16.3,1.2102312,1.3009962,0.6974433,1.5542538,0.35498354,0.384291,0.20931058,0.4513575,1.25814,0.51526713,0.55175,1.2559687,0.62188345,0.042651013,0.19171636,0.5616865,0.1713418,-0.061632406,-0.16518284,0.093608774,871.9414,853.4066,864.2857,901.75824,1029.8901
21:16.8,1.3342916,1.5870649,1.154108,1.7178323,0.36505228,0.73920953,0.6745153,0.4799835,1.0047961,0.96263343,0.77921814,1.1076766,0.66785794,0.1677737,0.3927226,0.5400237,0.21604495,-0.107721,-0.07705247,0.11043985,912.23444,858.24176,860.65936,826.8132,959.7802
21:17.3,1.4321294,1.5754327,1.1940114,1.7673323,0.4730674,0.7787185,0.7378481,0.5389517,1.028322,0.96263343,0.77921814,1.092933,0.6143859,0.19873863,0.46323135,0.5287888,0.37609947,-0.02366141,0.015740754,0.25500828,838.0952,851.79486,857.4359,875.56775,857.8388
21:17.8,1.5854318,1.4982358,1.1443037,1.828311,0.42396325,0.7592571,0.7806537,0.66822284,1.044817,0.96263343,0.77921814,1.0978348,0.70407546,0.20029435,0.52771115,0.6210714,0.32542583,-0.09289637,0.15141314,0.40983352,807.8755,853.8095,858.6447,861.06226,429.92673
21:18.4,1.5500004,1.143058,0.7425741,1.7567815,0.41061476,0.5281467,0.5626115,0.6879206,0.9286172,0.8403447,0.68536776,1.080923,0.72427034,0.13287663,0.42654368,0.7052799,0.26894662,-0.043293875,0.3065918,0.56780285,930.3663,860.65936,848.97437,905.38464,876.3736
21:18.9,1.710144,1.1716772,0.94847363,1.837051,0.7900412,0.45640048,0.3729431,0.9457217,1.029777,0.70642436,0.51028985,0.8900613,0.7689068,0.16020595,0.60461414,0.9444885,0.37544551,-0.071193576,0.51466256,0.8669283,941.6484,852.6007,854.21246,889.67035,1141.9048
21:19.4,1.4888012,1.0491455,1.032959,1.560476,0.8023043,0.4863405,0.25481308,0.8882893,0.9215892,0.7397526,0.45055214,0.7901468,0.7154002,0.21125202,0.57665706,0.96849793,0.526239,0.096932486,0.47726855,0.91665596,799.011,883.6264,851.39197,794.57874,641.8681
21:19.9,1.5894107,1.1740688,0.98866814,1.6870773,0.83032197,0.49997276,0.18315415,0.90455186,0.8399757,0.74714696,0.48101947,0.7809832,0.6636719,0.23209572,0.5368284,0.8813756,0.6055009,0.1100224,0.34080026,0.8446132,742.6007,838.0952,859.0476,829.6337,492.38095
21:20.4,1.6124567,1.2328104,0.7584974,1.7884772,0.5280709,0.432182,0.078366905,0.6748266,0.9425986,0.78126025,0.5647489,1.2125612,0.60885966,0.21658038,0.24888785,0.69306904,0.5204339,0.10386677,-0.014340242,0.59358066,827.619,851.39197,859.0476,859.85345,971.4652
21:21.0,1.5933008,1.2151122,0.6439603,1.7703574,0.4580849,0.44529572,0.05172021,0.6931813,0.9452043,0.63137066,0.56586117,1.2126546,0.60588765,0.19371906,0.19129087,0.5959582,0.44237122,0.037074964,-0.035262354,0.36434367,925.5311,836.4835,861.06226,915.05493,1215.641
21:21.5,1.4461143,1.0124049,0.6076279,1.6033567,0.3772533,0.3357578,-0.011135484,0.5318612,1.0027609,0.6200207,0.5387739,1.2126546,0.6059893,0.12216093,0.061787404,0.6045661,0.39624634,-0.049208995,-0.09284467,0.33627915,900.54944,855.0183,846.9597,871.9414,850.18317
21:22.0,0.4856351,0.61191756,0.5122504,0.2555426,0.38555306,0.15567861,0.07229554,0.21939768,0.8426152,0.55038136,0.38830036,0.8979434,0.61197793,0.18479227,-0.037691828,0.4642417,0.3228028,-0.15771501,-0.14491458,0.24691476,784.10254,850.58606,850.58606,840.9158,453.2967
21:22.5,0.32295713,0.55805826,0.3609772,0.020394279,0.4509913,0.052919462,0.12637772,0.14288318,0.80300796,0.2947587,0.20193817,1.0534825,0.50232893,0.23983757,-0.06636759,0.43824413,0.29340914,-0.14050299,-0.16686034,0.2795797,767.5824,856.2271,863.47986,825.6044,729.707
21:23.0,0.28932863,0.49327564,0.3090075,0.2474705,0.5204776,0.064351015,0.12539914,0.33520782,0.7645866,0.2315969,0.1975406,0.960664,0.37456387,0.17657211,0.002093959,0.498951,0.18677342,-0.107388094,-0.2094461,0.23635407,892.49084,856.2271,841.7216,893.69965,1189.0476
21:23.5,0.33781633,0.38911146,0.28257895,0.43707737,0.5600074,0.06425181,0.07607078,0.47151744,0.8933797,0.2696764,0.19826189,0.94623893,0.35940412,0.06673179,0.06828738,0.5423663,0.15062092,-0.06441851,-0.14189611,0.26011953,792.5641,865.09155,833.663,832.0513,499.23077
21:24.0,0.55279917,0.54719263,0.7922293,0.45032275,0.6013725,0.19035597,0.042402036,0.56046987,0.9001133,0.48447108,0.22590877,0.9695353,0.4314277,-0.015164676,0.007721447,0.5190163,0.03470336,-0.14390303,-0.118728295,0.23766619,775.2381,863.8828,862.27106,850.18317,709.5604
21:24.5,0.66410244,0.7575237,0.9459538,0.41546908,0.49432662,0.1974238,0.07296478,0.43922493,0.9001133,0.48653427,0.21833956,0.88567436,0.44994494,-0.024046231,0.04201742,0.41439918,0.10626145,-0.14124843,0.003976287,0.19493705,872.3443,851.79486,860.65936,856.63007,835.6777
21:25.1,0.8686769,0.7471347,0.92763674,0.7842454,0.3380148,0.113040775,-0.025438732,0.38722587,0.80916566,0.45845202,0.22133872,0.76708263,0.40962738,-0.024622736,0.09367377,0.36875194,0.3207652,-0.09540555,0.056574102,0.17430091,944.0659,850.989,848.1685,888.86444,1149.5604
21:25.6,0.9914232,0.6145519,0.51100624,1.0642924,0.37753907,-0.07819593,-0.16056144,0.32029313,0.803672,0.26734236,0.22940874,0.80191904,0.37722683,-0.06075386,0.22748691,0.47443664,0.35102624,-0.02788481,0.06873808,0.12390657,924.3223,855.0183,849.3773,892.0879,1221.2821
21:26.1,0.9530778,0.43119836,0.23398915,1.0572884,0.32453054,-0.059445962,-0.19806145,0.30163148,0.79763746,0.21516718,0.15167233,0.8248279,0.5118636,-0.009475626,0.2002116,0.47211933,0.32318854,-0.0462036,0.02982935,0.10796049,768.3883,846.1539,856.63007,827.619,495.20148
21:26.6,0.5193486,0.5453864,0.3684801,0.73566943,0.061973244,0.033615187,-0.13812292,0.0651358,0.84541065,0.2653524,0.18705624,0.8240146,0.48929402,0.057331964,0.23097281,0.45587444,0.28787455,-0.039249763,0.038628086,0.16617131,819.5604,863.47986,846.1539,867.9121,895.7143
21:27.1,-0.10550813,0.6128076,0.5313042,0.30165324,-0.3392725,0.041258626,-0.059010077,-0.09632143,0.77357423,0.37518692,0.17001349,0.96695614,0.48217,0.05685973,0.18770362,0.43460974,0.40888694,0.047026917,0.055318672,0.28759307,910.2198,835.2747,857.03296,891.685,1222.0879
21:27.6,0.23086773,0.8080254,0.67510843,0.42066833,-0.2693096,0.08568152,-0.029838946,0.00896751,0.9624672,0.4590733,0.25636914,0.9938313,0.41481224,0.10644813,0.2701834,0.49562204,0.4589106,0.11534727,0.036976974,0.33737305,833.663,842.1245,863.8828,858.24176,1102.0146
21:28.2,0.40999922,0.8186122,0.71004194,0.38682172,0.01773145,0.12302066,0.12987481,0.10528383,1.2613916,0.50788385,0.3335435,1.2650253,0.49161667,0.10903298,0.23949268,0.53343743,0.48180363,0.20499587,0.09037589,0.35943934,795.38464,859.0476,833.2601,828.4249,511.3187
21:28.7,1.1863049,0.88555866,0.75446564,1.1980448,0.6060122,0.41470736,0.21440046,0.7069905,1.2680837,0.5362818,0.38582736,1.2707123,0.5445821,0.19507663,0.23438087,0.5451746,0.4808417,0.15517087,0.0759048,0.33262113,757.1062,845.7509,855.0183,824.7985,626.1539
21:29.2,1.2343119,0.800721,0.8005211,1.2837522,0.66974163,0.4656002,0.23519613,0.78254026,1.3309249,0.52034503,0.41069576,1.2848303,0.700618,0.18759723,0.19954108,0.53838027,0.6554023,0.096687585,0.03748403,0.25892016,906.1905,849.7802,844.94507,871.9414,967.4359
21:29.7,1.2937477,0.7056223,0.7067694,1.3704978,0.7222607,0.4147501,0.011846431,0.8258957,1.2997423,0.45273754,0.3819681,1.1575303,0.74588054,0.07766385,0.18110265,0.4942618,0.6839479,-0.108034015,0.049806472,0.23453622,807.0696,860.2564,856.2271,863.47986,800.2198
21:30.2,1.0511557,0.39447594,0.40783757,1.200277,0.5898801,0.015909698,-0.16851209,0.60528105,1.1990488,0.39862922,0.32184613,1.306529,0.72514623,-0.04918685,0.13469198,0.44330072,0.6412106,-0.068753354,0.11414466,0.25963014,920.293,863.8828,838.49817,885.64105,1214.8352
21:30.7,1.0238932,0.47510886,0.32499442,1.1153817,0.50394124,0.07698747,-0.15000498,0.49077407,0.95729625,0.28167275,0.23038298,1.3428034,0.55588585,-0.03615872,0.08073685,0.3588553,0.39467674,-0.019254912,0.12235104,0.34906167,946.4835,853.00366,847.76556,906.5934,1006.52014
21:31.3,0.8702044,0.5654347,0.4118553,0.92125136,0.3020898,0.15286864,-0.077914104,0.27778956,0.8916778,0.36006686,0.25860542,1.3278244,0.4742245,0.006532469,-0.019556541,0.33651885,0.29943013,-0.028308047,0.008795116,0.28626725,805.4579,852.6007,846.9597,842.9304,543.5531
21:31.8,0.82500356,0.6267861,0.63903207,0.78099114,0.3162228,0.2638627,0.048079368,0.2711237,1.1229584,0.36530638,0.32582125,1.3665056,0.44873813,-0.008907833,-0.034562144,0.33904263,0.27278772,-0.064196035,-0.041846607,0.22119774,942.4542,865.09155,852.6007,915.8608,1213.6263
21:32.3,0.80853647,0.57122415,0.64627486,0.7856852,0.39573458,0.2489004,-0.023922896,0.24224119,1.1600634,0.36314118,0.3326736,1.0973691,0.3511021,0.054247666,-0.07589317,0.4720001,0.2016336,0.007781951,-0.03580381,0.17960368,865.09155,860.65936,848.97437,877.5824,1110.8792
21:32.8,0.71471506,0.5823888,0.63953125,0.7322891,0.3359414,0.20376612,-0.11927683,0.2532556,1.1600634,0.36373475,0.33135462,1.1144208,0.34254953,0.015386332,0.024397152,0.570586,0.18876684,-0.002439025,-0.043226402,0.2181108,801.8315,864.2857,841.7216,846.55676,529.85345
21:33.3,0.0434937,0.619738,0.46120802,0.08819211,0.007445158,0.18020308,-0.28822014,0.044437703,1.1142741,0.37635672,0.07009756,1.0857476,0.29748556,0.054151293,0.09314879,0.6009962,0.16713212,-0.035545766,-0.03670704,0.21967173,757.50916,846.1539,860.65936,827.619,662.01465
21:33.9,0.13634565,0.6521346,0.4324158,0.25146353,-0.016464671,0.14511181,-0.19812202,0.055776317,0.85532546,0.33545867,0.14663391,1.0589882,0.37413815,0.042752128,0.111825414,0.6064045,0.18045887,-0.06238257,0.013032313,0.4887173,753.0769,848.5714,847.3626,821.5751,526.2271
21:34.4,0.4084132,0.6496877,0.33552378,0.7422555,0.3028037,0.15862662,-0.15882637,0.4264417,0.7861691,0.4760021,0.12834057,1.0010829,0.44541374,0.14957196,0.15406583,0.56408083,0.22247955,0.004433521,0.008737784,0.72157574,830.4396,863.47986,861.8681,870.7326,966.63007
21:34.9,0.6909123,0.6156553,0.119339816,0.9203468,0.6493293,0.11353647,-0.21173954,0.69624853,0.8260363,0.4826415,0.22285508,0.8611736,0.6205748,0.09182973,0.17663284,0.587813,0.25780526,0.05147202,0.04252787,0.71491206,811.9048,852.1978,857.4359,830.0366,581.8315
21:35.4,0.7745208,0.75089973,0.3257252,1.039458,0.6848321,0.18280105,0.020898614,0.7122892,0.7723607,0.5151051,0.2638085,0.753006,0.6788151,0.009427104,0.1976594,0.553355,0.2337634,-0.00906269,-0.03605344,0.5995733,894.5055,831.2454,863.0769,873.5531,827.2161
21:35.9,0.94937253,0.9226646,0.8058543,1.0909549,0.6696881,0.36203057,0.27372226,0.5925868,1.0244702,0.42341834,0.475444,1.1657854,0.64618593,-0.013717696,0.18425566,0.49035406,0.20032394,-0.0674658,-0.039255157,0.3044257,878.3883,857.03296,847.3626,883.6264,1074.2124
21:36.4,0.8190748,1.0409708,0.92845553,0.979961,0.37621987,0.4689767,0.3502914,0.31751105,1.331745,0.45590255,0.5293822,1.2838393,0.517909,0.12279152,0.12864168,0.4433461,0.21676078,-0.09105748,-0.13120668,0.31655046,800.2198,849.7802,854.21246,866.7033,868.71796
21:36.9,0.63713336,1.0641297,0.91859275,0.7795934,0.45672578,0.50093895,0.34432948,0.46989053,1.3705631,0.5034007,0.5106511,1.4704084,0.54302996,0.124568,0.13525851,0.5989278,0.17432472,-0.108847275,-0.19663483,0.21207117,934.7985,869.5238,844.94507,887.6557,1222.8938
